title,content,href
일용직 고용보험 해지전 상용직 취업,일용직 고용보험은 다음달 15일에 해지가 된다고 합니다 하지만 당장 다음주부터 상용직 취업일정이 있습니다다음주부터 상용직 고용보험이 등록되어 피보험일수가 측정되어야하는데일용 고용보험은 상용 고용보험 계약일부터 그냥 바로 말소가 되나요?다음달 15일이 되기전에 취업한 순간부터 자동 전환 되는지 궁금합니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=492346229&qb=7Leo7JeF&enc=utf8
국민취업지원제도에서 제출하는 서류가...,"장년층 취업하려는데 쉽지는 않고, 눈은 많이 낮춰 바닥층에 지원해야 해서, 주로 몸 쓰는 일이겠죠. 자신이 없어서.국민취업지원제도를 신청하려고 합니다.50만원정도가 지원되는 제도인데, 취업하기 위해 훈련과정을 밟는 것인데..여기서 50만원 지원하는 건데 그냥 해 줄리가 없기에, 재산정도를 볼 거 같은데. 금융거래내역서나 전 계좌를 살펴보나요?혹시 경험 계신분들 어떤 서류가 제출되며, 어떤 과정을 거치는지 궁금하네요.도움 좀 부탁합니다.",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=489942670&qb=7Leo7JeF&enc=utf8
폐업으로 인한 퇴사 후 취업 후 자진퇴사...,"이전에 일하던 매장이 폐업했습니다.그 후 얼마 지나지 않아 취업했고, 여러 조건이 맞지 않아 이번에 자진퇴사할 생각입니다. 실업급여를 받을 수 있나요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=490797749&qb=7Leo7JeF&enc=utf8
중소기업 취업 소득세감면 고령자,만60세전에 취직해서 5-10년 다닌직장에서 60세가 넘었는데 이런경우에도 지금 신청하면 감면대상이되나요? 가능하다면 감면기간 날짜를 어떻게 작성해야하는지도 알려주시면 감사하겠습니다,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=491729300&qb=7Leo7JeF&enc=utf8
"실업급여 단기집단상담, 취업특강 다른센터","안녕하세요. 실업급여 관련해 질문드립니다. 1. 2차/3차 구직외활동을 단기집단상담 혹은 취업특강으로 하려고 하는데, 관할센터의 강의가 아니라 다른 센터의 강의도 구직외 활동으로 인정이 되나요? (Ex. 현재 관할 서울관악센터 -> 강의 센터 서울강서센터)(기간 내에 관할센터는 강의가 없음)2. 만약 된다면 센터에서 수강 후에 증빙자료로 또 준비해야 할 것이 있나요? 빠른 답변 부탁드립니다.",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=492269599&qb=7Leo7JeF&enc=utf8
실업급여 취업신고,안녕하세요.이번달 11일이 마지막 실업급여 수급신청날입니다.11월 7일에 회사에 입사하는데 11월 4일~6일까지 총 3일동안 회사 교육을 참석했으며 교육비는 12월 10일에 월급과 일괄 지급될 예정입니다.취업날짜는 11월 3일과 11월 7일중 몇일로 작성하여 실업급여 취업신고를 해야하나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=477561848&qb=7Leo7JeF&enc=utf8
국취제 최종서비스기간 지나고 취업하면...,국취제 선생님께 문자가 왔는데 최종서비스기간 2월 첫째주로 안내받았습니다.24.11~25.05 국취제 6개월26.02 최종서비스종료제가 취업을 3월달에 하게 될거같은데 6개월 이상 다니면 성공수당을 신청하면 받는걸로 알고있습니다.최종서비스기간이 지나고나서 취업해도(6개월이상 다닐시) 성공수당 받을수있나요?26.02 최종서비스기간 종료26.03 입사26.09 성공수당 신청 가능한지?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=491542396&qb=7Leo7JeF&enc=utf8
취업준비 6개월 개인회생및 파산,몸이 안좋고 군면제도 받아서 컴퓨터로 하는일중에 연봉을 그래도 높게받기위해서 39세 막바지 늦은나이에 준비를하고있습니다이후에 취업후 개인회생할 작정인데요현재 신탁건물담보대출이 6400있습니다신용회복도 4천있구요 신탁건물담보대출이자만 내는데 한달에 47만원을 내야하는상황에서 2년정도를냇는데 건물 매매도 안되고 이제는 더이상 이자를 낼수가없는 지경이여서 경매로 넘길작정을하고있습니다6개월후 건물이 경매에 넘어가서 이자가엄청나게 불어날경우 그당시 취업을하면 연봉 약 4천에 입사할때 어떤식으로 갚아나가야되나요? 경매에 넘어간건물이 얼마에 낙찰되든 이자가 얼마까지 불든 보통 월 소득에서 최저생계비를제외한 비용x36이 갚아야할 돈 맞나요? 만약 연봉4천에 쉬운일이고 5천에 어려운일 둘다 취업이 가능할시 4천으로 하는게 차라리 좋지않을까요? 또한 다음년도 연봉이 올랐을때 매년신고가 나가니까 갚아야할비용도 최저생계비제외니까 더높아지는건가요?또한 대출4천의 빛의 대부분이 코인이였다면파산으로가는건 현실적으로 불가능이죠?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60203&docId=484666585&qb=7Leo7JeF&enc=utf8
산재 후 취업,제가 지금 산재중인데 산재가 끝나면 취업을 해야하잖아요..?근데 산재가 6월에 끝난다하면 6월에는 직업을 아예 구하지를 못하는건가요??6월 산재 막달에 휴업급여받고 일을해도되는지 궁금합니다! 그럼 급여는 그 다음달 7월에 들어오니까 되지않을까했거든요 이거에 답해주실분 찾습니다제가 6월에 일을 안하면 7월에 낼수있는돈이 아무것도없으니까 그래서 걱정이거든요ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100403&docId=467138575&qb=7Leo7JeF&enc=utf8
23년 고교취업연계장학금 선정 된 건가요?,"안녕하세요 현재 21살 특성화 졸업 후 1년 넘게 재직 중인 사람입니다최근에 23년 6월 즘에 신청한 고교취업연계장학금 안내가 왔는데 뒤늦게 선정이 된 걸까요...?한국장학재단 조회 했을 때 지급제외라고 나오는데이게 지급이 되는 건지 잘 모르겠네요혹시 저 같은 상황이신 분 계시나 싶어 질문 남깁니다,,",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110505&docId=484160334&qb=7Leo7JeF&enc=utf8
실업급여 기간 중 취업,현재 2차 실업인정까지 수급 받은 상태이고6월 27일이 3차 실업인정입니다6월 19일에 취업이 확정 되었고 6월 30일이 첫 출근입니다1) 6월 30일이 첫 출근인데 바로 취업 사실 신고를 해야하나요?2) 만일 취업 사실 신고를 해도 6월 27일 3차 실업인정일에실업인정 활동을 제출하는건 그대로 하면 되나요?3) 취업 사실 신고를 하면 4차 실업인정일은 굳이 신경쓰지 않아도 되나요? 4차 실업인정일은 7월 25일 입니다4) 3차 실업인정일에 실업인정 활동에 구직활동을 첨부하고면접합격을 선택하면 되는걸로 알고있는데 면접확인서랑 취업확정된 자료도 같이 제출해야할까요 아니면 구직공고랑 구직활동서만 제출하면 되나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=486339535&qb=7Leo7JeF&enc=utf8
학원강사 취업거리제한,"학원강사로 퇴사후 이직을 고민중입니다.전직장에서 올 11월까지 계약이였지만, 합의 하에 퇴직을 권고 받았습니다.전직장 근로계약서에 윤리준수 의무로서 ‘학원과 동인한 소재지(반경 5km)에 교습소 또는 학원을 개업하거나 취업을 하면 안 된다. 라고 적혀있는데. 현재 반경 1키로 이내에 재취업 후 출근을 대기하고 있습니다.이러한 경우 어떠한 방법을 취해야하고, 어떤 식으로 해결을 해야할지 궁금합니다.",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080401&docId=485384850&qb=7Leo7JeF&enc=utf8
국민취업제도 2유형 청년입니다....,국민취업제도 이용중에 취업을 하게 되어.  취업성공수당을 알아보고 있는데요. 조건을 알고 싶습니다. 월평균 급여랑 / 몇시간이상 근무 해야된다 이런게 있나요?~~,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=491209602&qb=7Leo7JeF&enc=utf8
직업상담사 이중취업 문의,안녕하세요 현재 직업전문학교 직업상담사로 재직 중이며 고용노동센터에 직업상담사로 등록되어 있습니다평일은 직업학교에서 일하고 얼마전 부터 주말에는 편의점에서 일을 합니다그런데 편의점에서 고용보험에 가입하여 이중취업으로 되었습니다문제는 직업상담사는 이중취업이 안된다고 하네요직업학교 직업상담사로 등록이 유지되면서 주말 편의점 알바를 하는 방법이 있을까요?경제적인 이유로 주말 알바를 해야하는 상황입니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60804&docId=484604657&qb=7Leo7JeF&enc=utf8
실업급여 조기취업,실업급여를 신청해 1차 실업인정 출석일을 지정 받앗습니다. 출석일 전에 면접을 보고 출근날을 정하고 싶은대 조기취업에 해당이 안되나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=477546405&qb=7Leo7JeF&enc=utf8
국민취업지원제도,"국민취업지원제도 구직촉진수당과 취업지원서비스에서 나오는 수당은 다른건가요,같은 건가요? 다르다면 각각 어떻게 신청해야하나요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=492494487&qb=7Leo7JeF&enc=utf8
취업 제한 명령 관련 질문,취업 제한 명령 관련2020년도 당시 강제추행혐의로 인해 벌금형 500만원과 취업 제한 명령 3년 처분을 받았었습니다당시 체육시설 (수영장)에서 근무를 하고 있어서 퇴사를 했었는데취업제한 명령 처분이 끝난 지금 다시 체육시설에서 근무를 하는 것이 가능할까요?'성범죄 경력 및 아동학대관련범죄 전력 조회 회신서'에는 취업제한 명령 여부만 회신 되기 때문에 괜찮다고 하는 얘기를 들어서요~,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=482059804&qb=7Leo7JeF&enc=utf8
집행유예와 취업제한명령에 대한 이해,성범죄로 판결을 받아서집행유예 4년과 취업제한 3년을 받았습니다. 제가 헷갈리는게 형을 선고받고 수강명령과취업제한명령도 받았습니다. 취업제한 3년은 집행유예가 끝난 후에 인가요?아니면 집행유예 4년 기간동안 취업제한 3년이 같이 흘러가나요..만약에 형이 끝나고 취업제한 3년이면7년동안 취업을 못하는 건가요?  관련태그: 형사일반/기타범죄,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=479993415&qb=7Leo7JeF&enc=utf8
미용학원 아님 취업,헤어로 진로를 잡고있는 여고생인데요. 미용학원에서 실무를 배우고 취업해야 하나요? 어떤 분은 어차피 들어가면 처음부터 다시 배워야하니 미용학원에 돈 쓸 바에 빨리 취업하라는 말도 있고.. 그런데 취업 전에 제가 검정고시생이라 검고 고졸은 안써줄 것 같아서 대학을 진학하는게 좋을까요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80306&docId=471494424&qb=7Leo7JeF&enc=utf8
사회복지학과 취업잘되려면 뭐해야하나요?,"이번에 사회복지학과입학하는 대학생입니다. 취업 잘 되려면 뭘 해야하나요?학점관리, 봉사, 자격증,운전면허 말고 또 뭐가있나요1.봉사는 많이 할 수록 좋나요?2.자격증은 뭘 따면 좋을까요?3. 운전면허 1종,2종중에 뭘 따야할까요. 사람들마다 말이달라서요ㅠ4.사회복지학과도 취업할 때 토익점수 보나요?",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050402&docId=491682209&qb=7Leo7JeF&enc=utf8
실업급여 수급기간중 취업,현재 실업급여를 한달정도를 쉬면서 실업급여를 받고 있는데요.제가 조기취업에 성공을 했습니다.그런데 취업한 직장에서 1년이상 재직을하면 조기취업 수당이 나온다고 하는데 만약에 제가 취업한 직자에서 한달안에 그만두면 다시 실업급여를 신청할수 있나요?참고적으로 실업급여는 4개월정도 남아있습니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=471300440&qb=7Leo7JeF&enc=utf8
미용학원 다녀도 취업에 좋을까요?,미용고는 학교에서 취업을 시켜주는데미용 학원은 취업을 하는데 도움을 주나요?? 학원이나 학교나 취업은 비슷하나요?유명한 가게에서 일할수 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80306&docId=488061854&qb=7Leo7JeF&enc=utf8
실업급여중 취업후 바로퇴사,안녕하세요 실업급여 2차를 받고있는데요.2차 실업기간에 취업했다가 1일은 안전교육만받고 바로 다음날 퇴사를 했습니다. 1일날 근로계약서작성을 했구요. 이경우도 취업 사실을 신고해야되나요?건강보험자격득실 확인서 보니 내역에는 안뜹니다.#실업급여#실업급여상담,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=485701218&qb=7Leo7JeF&enc=utf8
전기공사기술자 고급 수첩이면 취업...,"고급 수첩이고, 나이도 40살 미만이고, 실무경험도 있으면.. 이직 잘 될까요? 제 질문의 핵심은 고급 수첩이 취업(이직)에 좋은 영향을 크게 미치냐는겁니다ㅜㅜ",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1118&docId=492373630&qb=7Leo7JeF&enc=utf8
실업급여 수급기간 도중 취업,"3차 실업 인정일 7/15일 전인 7/9에 취업을 하게되었고8일에 취업 했다고 알리기 위해서 관할 센터에 전화 했는데 업무중으로 통화가 어렵다는 안내음성과 함께, 대표 고객센터 번호를 안내해주어서 거기로 연락해상담을 받았습니다. 상담원분과 실업인정일 등 상세하게 얘기를 했는데 따로 전화로 고지 할 필요는 없고 2달 안에 취업사실신고만 하면 된다고 들었는데 오늘 7/14에 출석하라는 안내의 문자를 받았습니다엥 저는 따로 고지 없이 취업사실신고만 하면 되는줄 알고..아무생각이 없었는데 출석문자가와서.. 혹시 무단불참 처리 되는 등 불이익이 없는지 걱정이 되어서 질문 드립니다",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=487096005&qb=7Leo7JeF&enc=utf8
메이크업 취업,제가 대학교를 다니고 있는데 뷰티미용학과인데 메이크업 쪽으로 취업을 하고싶은데 실력이 부족한거 같아서 걱정이에요 공부만한다고 해서 실력이 느는게 아닌거 같은데학원도 따로 다녀야할까요? 서울이나 경기도 메이크업샵에 취업하고 싶어요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80306&docId=492312736&qb=7Leo7JeF&enc=utf8
한국 대학 졸업 후 해외취업,한국에서 대학 졸업 후 일본으로 해외취업을 생각하고 있는데 해외로 바로 취업비자 받고 나가는게 좋을까요 아니면 해외기업인데 국내 지부를 두고 있거나 해외기업과 자주 협업하는 회사에서 커리어를 쌓고 해외로 이직하는게 나을까요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=491591309&qb=7Leo7JeF&enc=utf8
실업급여중 취업,실업급여를 받는중 무신고취업으로 근무하다가 적발되면 어떻게도나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=476643645&qb=7Leo7JeF&enc=utf8
실업급여 기간 중 단기알바와 취업인정...,"안녕하세요. 다음달부터 권고사직을 통한 퇴직으로 실업급여를 신청할 예정입니다.5년간의 정규직 근속기간으로 실업급여가 약 7개월정도 나오는걸로 계산을 했는데, 실업급여 기간동안 단기알바를 통해 수입이 발생했을 때, 취업인정이 되는 기준에 대해 몇가지 궁금한 점이 있습니다.1. 1일 단기알바이긴 하나 경력기술직 활동으로 수입이 약 70만원 정도 잡히게 될 것 같습니다. (3.3% 공제 이후) 이때 수입신고를 하게 되었을 때 지급되는 실업급여에서 발생된 수입인 약 70만원을 제한 금액이 지급되는지, 혹은 1일 기준인 약 10여만원을 제한 비용이 지급되는지 궁금합니다.2. 저 단기알바를 1달에 1회씩 5~6개월정도 지속될 예정인데, 이렇게 되면 취업으로 인정이 되는지 궁금합니다. (사업자등록X, 3.3% 제한 일용근로직으로 신고할 예정)답변 미리 감사드립니다.",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=471414801&qb=7Leo7JeF&enc=utf8
실업급여 1차 전 취업 질문이용,"3월21일이 권고사직날이고센터에 실업급여 신청서 작성한지 삼일정도 됐고 5월20일이 1차 인정일인데요 이 전에 그냥 취업을 하고싶은데, 현재 신청한 실업급여 수급을 취소하고 취업할 경우1. 새로 취업한 곳에서 4대보험 공제 후, 퇴사하게 된다면 첫 권고사직 3월21일 기준 12개월 이내에 재 신청 가능한가요?아니면 실업급여 수급 자격이 아예 사라지는건가요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=484770441&qb=7Leo7JeF&enc=utf8
실업급여 수급중이고 19일에 취업예정입...,"실업급여 수급중이고 19일에 취업예정입니다.취업신고 하려고 하니 근로계약서나 재직증명서를 제출해야하던데, 취업 후 60일 안에만 제출하면 되는건가요?그리고 취업했으니 취업 전까지 구직활동도 안해도 상관없는 건가요",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=485165966&qb=7Leo7JeF&enc=utf8
중입니다... 경비업법 취업제한될까요...,안녕하세요 저는 이번에 술에 취해 블랙아웃 상태에서 경찰관의 신체를 밀어 공무집행방해죄로 수사받고 구공판이 열리는데요.... 혹시 실형이 나오면 당연이 취업제한이지만.....벌금형이 나와도 취업제한이 될까요....? 현재는 보안업쪽을 다니다가 저의 잘 못으로인해 피해 갈까봐 퇴사 후 아르바이트를 하면서 생계를 유지하고 있습니다....경비업법에 의거해서 공무집행방해 벌금형도 취업제한인지 알려주세요 ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60214&docId=490963554&qb=7Leo7JeF&enc=utf8
현실적으로 치기공 취업 전망 안좋나요,찾아보면 치기공 다 하지말하는데 왜그런가요ㅠㅠ1. 3d때문에 전망안좋고 취업안되나요?2. 야근이 많은데 월100도 안나온다는데 사실인가요?3. 개인사업말고 병원취업 어렵나요?4. 치기공과 비슷한 직업 있을까요?에이아이 답변은 정확하지않아서 채택안하겠습니다나머진는 거의 합니다,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=492204524&qb=7Leo7JeF&enc=utf8
취업지원제도 취소,취업지원제도 신청하고 상담일자까지 나왔는데 개인적인 사정이 생겨서 취업지원제도를 취소하게 되었습니다. 상담사님한테도 말씀드리고 현재 취하신청을 해둔 상태인데 현재 상태로 취소가 되면 패널티나 기간 상관 없이 재신청이 가능한 거죠? 취하 사유에 개인사정이라고 써도 인정이 되나요? 상담은 아직 한번도 하지 않았습니다,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=492494304&qb=7Leo7JeF&enc=utf8
국민취업제도 심사시 대출,다른 조건은 다 되는데 이번에 제가 전세대출로 몇 천만원을 대출 받게 되는데 국민취업제도 1유형 심사시 문제가 있을까요??,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=491394300&qb=7Leo7JeF&enc=utf8
유령직원 포함된 회사 취업시 불이익,"안녕하세요. 4/1부터 출근하게 된 회사가 현재 유령직원이 포함되어 5인이상 사업자라고 합니다.사장, 부장, 그리고 아랫직원 1명과 제가 입사하게되면 저포함 4인이며,유령직원이 있어 5인이상 사업자로 연차 등을 받을 수 있습니다.1. 유령직원이 있는 회사가 신고를 당하게 될 경우,근로자인 저한테도 불이익이 오는게 있을까요?2. 5인 이상인 지금 상황에서 유령직원들을 없앨경우 5인이하가 되게 된다면, 연차 등이 사라져서 근로계약서를 재작성하고, 저에게도 피해가 있을 것들이 있나요..?3. 이런 사업자에 취업하게 될 경우 알고 있어야 할 것들이 또 있을까요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=466923411&qb=7Leo7JeF&enc=utf8
국민취업지원제도 심사기간,안녕하세요. 11월 13일 즘에 국민취업제도를 신청했었는데 고용 24시 들어가면 처리중이라고만 뜨고 아직까지 결과가 나오지 않아서 기다리고 있는 상황인데요 마이페이지에 들어가면 나오는 처리기관에 전화해서 문의하면 왜 오래걸리는지 알 수 있나요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=490439151&qb=7Leo7JeF&enc=utf8
남은 연차와 이직(취업) 관련 질의입니다.,"이전 회사에서 남은 연차를 소진하는 기간 중에 이직을 하게 되면 이중 취업이 되는 건가요 ??예를 들어,남은 연차가 많아 4주 정도를 유급 휴가로 보내게 되었지만그 기간 중에 이직을 하여 새로운 직장에서 일을 하게 된다면이것은 이중 취업에 해당되나요 ??",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=473636085&qb=7Leo7JeF&enc=utf8
취업규칙 최초신고,취업규칙 최초신고하고 나면 고용노동부에서 방문하나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60804&docId=468252822&qb=7Leo7JeF&enc=utf8
"대학,취업 질문",제가 국민취업지원제도에서 1유형으로 지원받았었는데 지금은 종료되었거든요. 그럼 취업 얼마나 했냐에 상관없이 바로 대학 갈 수 있나요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=492382487&qb=7Leo7JeF&enc=utf8
실업급여 받는 과정 취업 시 어떻게...,"안녕하세요. 실업급여를 4차까지 받았고, 5차 실업급여 인증일이 다음주 4월 30일 입니다. 다행히 새 직장을 구해 4월 28일부터 첫 출근을 하는데요. 찾아보니 근로확인서를 제출하면 취업일 전까지 실업급여를 받을 수 있다고 들었습니다. 그럼 저는 4월 30일 구직활동 관련 문서를 제출하지 않아도 되나요?아마 다음주 계속 바쁠 것 같아서 근로확인서를 바로 제출할 수 없을 것 같은데 그래도 되나요? 4/28 출근 -> 4/30 5차 실업급여 구직 인증일이나 무시 -> 5월 초 즈음 고용센터에 취직했다 알리고 근로확인서 제출. 을 생각하고 있는데 혹시 틀린 점 있는지 확인 부탁드립니다..!!",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=484517455&qb=7Leo7JeF&enc=utf8
"공백기 3년 후 자격증 취득, 취업에...","졸업 후 3년의 공백기를 가진 후 영양사 자격증을 준비하고 있습니다. 그동안의 공백기가 취업에 불리하게 작용할까 봐 걱정이 되는데요. 특히 공백기 동안의 경력이나 경험이 부족한 점이 마음에 걸립니다. 저처럼 공백기 후에 자격증을 취득하신 분들, 취업 과정에서 어떻게 극복하셨는지 조언 부탁드립니다. 공백기 동안의 공부와 자격증 준비가 취업에 긍정적인 영향을 줄 수 있을까요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40602&docId=491938700&qb=7Leo7JeF&enc=utf8
일본에서 취업하는 방법,"안녕하세요. 취업을 진로희망으로 꿈꾸는 중3, 예비 고1 학생입니다. 제 진로는 디저트(제과제빵)등을 배운 후 일본으로 넘어가 일본에서 영업하는 디저트 가게에 취업하고 싶다는 큰 꿈을 가지고 있습니다. 아직은 서툴고, 아는것도 부족해서 이렇게 질문 끄적여봅니다.Q1: 일본에서 취업도 하고, 자리를 잡고 살려면 어떠한 비자들을 신청해야하나요?Q2: 만일 (1)번에서 비자를 신청해야 할 때 필요한 조건이 있나요?Q3: 대학교를 나오는것이 일본에서 취업할때에 유리한가요?Q4: 일본에서 자리를 잡아 살고싶은데 돈은 어떻게해야 하나요?Q5: JLPT자격증 따는 나이는 제한없이 누구나 할 수있는거 맞나요?긴 질문 답변해주시면 감사하겠습니다! 감사합니다",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11080407&docId=489567649&qb=7Leo7JeF&enc=utf8
25살 첫 취업,"안녕하세요 올해 졸업한 24살입니다 교육과예요바로 취업하기에는 제 꽃다운 나이가 너무 아쉬워서요 저는 스무살이 되자마자 현재까지 쭉 알바 하면서 학교에 다니고 종강 땐 주5~6일 알바를 하면서 돈만 모았어요이번 년도는 여행도 많이 다니고 평소 따고 싶었던 GTQ나 컴활 기타 등등의 자격증들을 따며 지내고 싶어요... 물론 여전히 알바하면서요! 그런데 괜히 제가 1년 쉬어서 부모님이 힘들지 않을까, 주변 시선이 좀 그렇지 않을까 여러모로 불안해요1년 동안 쉬고 25살때 취업을 해도 괜찮을까요? 패륜아가 되는 기분이에요 (가정이 불우하진 않고 부모님들 모두 착하며 제 인생을 먼저 생각해주시는 분들입니다! 하지만 혼자 괜히 겁에 질려서 물어봐요)",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40602&docId=492234400&qb=7Leo7JeF&enc=utf8
"국민취업지원제도 1유형, 재산 기준에...","국민취업지원제도 1유형 신청하려고 하는데, 재산 기준이 4억원 이하라고 들었습니다. 그런데 제가 최근에 전세 계약을 갱신하면서 전세금이 꽤 올랐거든요. 이 전세금도 재산에 포함되는 건가요? 아니면 주택 구입 자금만 해당되는 건지 궁금합니다. 혹시 전세금 때문에 기준 초과로 신청이 안 될까 봐 걱정입니다.",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=491881051&qb=7Leo7JeF&enc=utf8
독일 취업 질문,독일에서 취업을 하고 싶은데 물리치료사랑 간호사 중에 어떤 직업이 취업이 더 잘 될까요?,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020303&docId=462633987&qb=7Leo7JeF&enc=utf8
국민취업지원제도 인천 드림체크카드,둘 다 중복 수급을 할 수 없다고해서 일단 국민취업지원제도 1유형 신청해놓은 상태고 될지 안될지 모르는 상태라서 인천 드림체크카드 신청할려고 하는데 둘 다 중복신청도 안되는거죠..? 국민취업지원제도 확실히 못 받는다고 하면 그때 신청이 가능한거죵..?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=492300436&qb=7Leo7JeF&enc=utf8
"청년취업지원제도, 소득 기준 정확히...","제가 이번에 청년취업지원제도 신청하려고 하는데, 소득 기준이 좀 헷갈려서요. 중위소득 60% 이하라고 들었는데, 저희 가족 소득이 그 기준에 맞는지 확신이 안 서네요. 혹시 소득 기준 계산하는 방법이나, 어디에서 확인할 수 있는지 아시는 분 계실까요? 직접 고용센터 가기 전에 미리 좀 알고 가고 싶어요.",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=491783498&qb=7Leo7JeF&enc=utf8
"국민취업지원제도 1,2유형 차이 학원 직종","이번에 국민취업지원제도 2유형으로 2차 상담 했는데요. 학원 수강이 직종 1가지만 가능 하다네요. 예를 들면 음식조리,제과제빵,바리스타 는 안되고 음식조리만 선택 하든지 다른거 선택 하든지 해라네여.작년에 학원 다닐때 어떤 형님도 국민취업지원제도 하던데 바리스타,음식조리,제과 배우고 제빵 수강 하던데 1,2유형이 달라서 인가요???쉽게 말하면 1유형은 여러직종 가능 하고 2유형은 1가지 직종만 가능 한가요???",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110704&docId=485251038&qb=7Leo7JeF&enc=utf8
"금융수학과 AI, 빅데이터 취업","안녕하세요 저는 지금 금융수학을 전공하고 있는 학생입니다.과가 금융, 수학, IT가 중심이고 약간의 AI와 데이터 내용을 배우는데 AI, 빅데이터 쪽 직무 취업을 희망해서 몇가지 고민사항이 있습니다. 1. 확고하게 데이터 쪽으로 가고싶어서 전공 중에 금융 관련 수업은 안 들어도 나중에 취업할 때 괜찮을지(데이터 직무를 희망한다 해서 금융수학 과인데 금융수업을 안 들어도 괜찮은지)2. 요즘 금융권과 데이터 중에서 어느 쪽이 더 취업이 잘되는 추세인가요?금융권이나 데이터직에 종사하고 계신 분들의 생각이 궁금합니다!",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40403&docId=491596626&qb=7Leo7JeF&enc=utf8
일본 워홀 취업비자로 전환,"안녕하세요 국내에서 전문대 졸업했고 일본으로 워홀가서 취업비자 받고 싶은데 전문대 졸업자는 관련분야에만 취업비자 나오는 게 진짠가요? 호텔, 관광쪽은 전공자 아니라도 전문대졸업자면 취업비자 나오는 지 궁금합니다그리고 학점은행제로 4년제 학사 취득하면 분야 상관없이 취업비자 받을 수 있나요?",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110603&docId=486364580&qb=7Leo7JeF&enc=utf8
대학안가고취업하는방법,요즘 사회에서는 왠만해서는 대학많이 가는데 실제로 대학교 않가고 취업할 수 있는 방법 있나요? 제가 알기로 의사나 파일럿등 대졸후 면허를 취득해야 가능한 직업도 있지만 대학교 않가고 취업가능한 분야가 뭔지도 알려주세요,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=491442176&qb=7Leo7JeF&enc=utf8
